Fecha,TMAX,TMIN,Prec,TMEDIA,TMAX_Media_Ens,TMIN_Media_Ens,TMEDIA_Media_Ens,Prec_Media_Ens,TMAX_P10,TMAX_P50,TMAX_P90,TMIN_P10,TMIN_P50,TMIN_P90,TMEDIA_P10,TMEDIA_P50,TMEDIA_P90,Prec_P10,Prec_P50,Prec_P90,Prob_Prec_ge_1mm,Prob_Prec_ge_5mm,Prob_Prec_ge_10mm,Prob_Prec_ge_30mm,GD_Tb2,Fuente,TipoDato,CalidadDato,N_miembros,Latitud_grilla,Longitud_grilla,Elevacion_grilla_m,Emision_UTC
2026-08-06,10.000,5.600,14.900,8.217,10.016,5.667,8.188,15.510,9.500,10.000,10.500,5.200,5.600,6.100,7.767,8.217,8.588,11.100,14.900,21.600,100.000,100.000,98.039,0.000,6.217,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-37.750,-58.250,126.000,2026-08-06T12:24:07+00:00
2026-08-07,12.200,3.900,0.000,7.104,12.292,3.922,7.127,0.041,12.000,12.200,12.600,3.200,3.900,4.500,6.800,7.104,7.483,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.104,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-37.750,-58.250,126.000,2026-08-06T12:24:07+00:00
2026-08-08,10.400,4.400,0.000,6.850,10.365,4.363,6.813,0.141,10.000,10.400,10.700,3.500,4.400,5.100,6.408,6.850,7.225,0.000,0.000,0.300,1.961,0.000,0.000,0.000,4.850,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-37.750,-58.250,126.000,2026-08-06T12:24:07+00:00
2026-08-09,9.500,3.000,0.600,5.479,9.412,3.004,5.525,0.708,8.500,9.500,10.300,2.400,3.000,3.700,5.062,5.479,6.104,0.000,0.600,1.200,21.569,0.000,0.000,0.000,3.479,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-37.750,-58.250,126.000,2026-08-06T12:24:07+00:00
2026-08-10,9.400,2.000,0.000,5.112,9.441,1.971,5.165,0.039,8.600,9.400,10.400,0.900,2.000,2.600,4.612,5.112,5.725,0.000,0.000,0.100,0.000,0.000,0.000,0.000,3.112,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-37.750,-58.250,126.000,2026-08-06T12:24:07+00:00
2026-08-11,10.200,0.300,0.000,4.829,10.067,0.618,4.843,0.000,9.000,10.200,10.900,-1.000,0.300,2.600,4.117,4.829,5.933,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.829,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-37.750,-58.250,126.000,2026-08-06T12:24:07+00:00
2026-08-12,9.100,1.600,0.000,4.850,9.251,1.920,4.974,0.051,7.600,9.100,10.700,0.600,1.600,3.500,4.325,4.850,5.812,0.000,0.000,0.200,1.961,0.000,0.000,0.000,2.850,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-37.750,-58.250,126.000,2026-08-06T12:24:07+00:00
