Fecha,TMAX,TMIN,Prec,TMEDIA,TMAX_Media_Ens,TMIN_Media_Ens,TMEDIA_Media_Ens,Prec_Media_Ens,TMAX_P10,TMAX_P50,TMAX_P90,TMIN_P10,TMIN_P50,TMIN_P90,TMEDIA_P10,TMEDIA_P50,TMEDIA_P90,Prec_P10,Prec_P50,Prec_P90,Prob_Prec_ge_1mm,Prob_Prec_ge_5mm,Prob_Prec_ge_10mm,Prob_Prec_ge_30mm,GD_Tb2,Fuente,TipoDato,CalidadDato,N_miembros,Latitud_grilla,Longitud_grilla,Elevacion_grilla_m,Emision_UTC
2026-08-10,9.800,2.800,0.000,6.008,9.908,2.698,5.990,0.006,9.400,9.800,10.400,1.900,2.800,3.200,5.667,6.008,6.358,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.008,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-37.750,-58.250,126.000,2026-08-10T11:29:20+00:00
2026-08-11,10.800,0.700,0.000,5.250,10.890,0.649,5.212,0.000,10.500,10.800,11.300,-0.400,0.700,1.400,4.621,5.250,5.725,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.250,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-37.750,-58.250,126.000,2026-08-10T11:29:20+00:00
2026-08-12,10.000,1.900,0.000,5.483,9.975,1.949,5.453,0.006,9.100,10.000,10.700,1.200,1.900,2.800,4.875,5.483,5.929,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.483,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-37.750,-58.250,126.000,2026-08-10T11:29:20+00:00
2026-08-13,9.700,4.900,0.000,6.946,9.708,4.643,6.951,0.161,8.700,9.700,10.600,3.500,4.900,5.400,6.304,6.946,7.529,0.000,0.000,0.600,3.922,0.000,0.000,0.000,4.946,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-37.750,-58.250,126.000,2026-08-10T11:29:20+00:00
2026-08-14,12.900,5.800,0.700,8.992,12.673,5.692,9.010,2.010,11.200,12.900,14.200,3.800,5.800,7.400,8.371,8.992,9.579,0.000,0.700,5.100,39.216,13.725,1.961,0.000,6.992,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-37.750,-58.250,126.000,2026-08-10T11:29:20+00:00
2026-08-15,14.500,8.600,1.800,10.850,14.512,8.378,10.878,2.300,13.000,14.500,16.000,6.900,8.600,9.400,10.362,10.850,11.513,0.200,1.800,4.500,66.667,5.882,0.000,0.000,8.850,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-37.750,-58.250,126.000,2026-08-10T11:29:20+00:00
2026-08-16,13.700,9.900,4.600,11.412,13.735,9.422,11.259,5.996,12.000,13.700,15.600,7.700,9.900,10.600,10.046,11.412,12.075,0.600,4.600,16.200,80.392,41.176,17.647,1.961,9.412,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-37.750,-58.250,126.000,2026-08-10T11:29:20+00:00
