Fecha,TMAX,TMIN,Prec,TMEDIA,TMAX_P10,TMAX_P50,TMAX_P90,TMIN_P10,TMIN_P50,TMIN_P90,TMEDIA_P10,TMEDIA_P50,TMEDIA_P90,Prec_P10,Prec_P50,Prec_P90,Prec_Media_Ens,Prob_Prec_ge_1mm,Prob_Prec_ge_5mm,Prob_Prec_ge_10mm,Prob_Prec_ge_30mm,GD_Tb2,Fuente,TipoDato,CalidadDato,N_miembros,Latitud_grilla,Longitud_grilla,Elevacion_grilla_m,Emision_UTC
2026-07-09,13.051,6.180,0.000,8.739,12.600,13.100,13.600,5.600,6.200,6.800,8.425,8.725,9.083,0.000,0.000,0.300,0.082,0.000,0.000,0.000,0.000,6.739,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-37.750,-58.250,126.000,2026-07-09T20:14:56+00:00
2026-07-10,9.978,5.206,2.000,7.265,9.200,9.900,10.900,4.000,5.300,6.700,6.575,7.263,7.921,0.800,2.000,4.200,2.386,84.314,7.843,0.000,0.000,5.265,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-37.750,-58.250,126.000,2026-07-09T20:14:56+00:00
2026-07-11,9.292,6.100,6.100,7.541,8.200,9.200,10.400,4.800,6.400,7.100,6.962,7.600,8.108,3.000,6.100,9.600,6.335,100.000,60.784,9.804,0.000,5.541,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-37.750,-58.250,126.000,2026-07-09T20:14:56+00:00
2026-07-12,10.584,3.271,0.000,6.742,9.600,10.600,11.400,1.600,3.200,5.500,5.642,6.779,7.783,0.000,0.000,0.400,0.125,0.000,0.000,0.000,0.000,4.742,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-37.750,-58.250,126.000,2026-07-09T20:14:56+00:00
2026-07-13,10.576,1.276,0.000,5.451,9.400,10.400,11.900,-0.500,1.400,2.900,4.163,5.442,7.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.451,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-37.750,-58.250,126.000,2026-07-09T20:14:56+00:00
2026-07-14,13.073,5.363,0.000,8.443,11.600,12.800,15.000,3.900,5.300,7.200,7.304,8.096,10.129,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.443,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-37.750,-58.250,126.000,2026-07-09T20:14:56+00:00
2026-07-15,14.847,6.110,0.000,9.887,12.900,14.600,16.900,4.700,6.000,7.600,8.812,9.812,11.237,0.000,0.000,0.400,0.384,5.882,1.961,1.961,0.000,7.887,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-37.750,-58.250,126.000,2026-07-09T20:14:56+00:00
