Fecha,TMAX,TMIN,Prec,TMEDIA,TMAX_P10,TMAX_P50,TMAX_P90,TMIN_P10,TMIN_P50,TMIN_P90,TMEDIA_P10,TMEDIA_P50,TMEDIA_P90,Prec_P10,Prec_P50,Prec_P90,Prec_Media_Ens,Prob_Prec_ge_1mm,Prob_Prec_ge_5mm,Prob_Prec_ge_10mm,Prob_Prec_ge_30mm,GD_Tb2,Fuente,TipoDato,CalidadDato,N_miembros,Latitud_grilla,Longitud_grilla,Elevacion_grilla_m,Emision_UTC
2026-07-23,11.641,0.888,0.000,5.959,11.100,11.700,12.300,0.500,0.800,1.300,5.571,5.913,6.354,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.959,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-37.750,-58.250,126.000,2026-07-23T19:53:47+00:00
2026-07-24,12.394,6.716,3.900,8.834,10.600,12.400,13.900,6.000,6.700,7.400,8.217,8.775,9.521,1.500,3.900,5.700,3.741,96.078,27.451,0.000,0.000,6.834,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-37.750,-58.250,126.000,2026-07-23T19:53:47+00:00
2026-07-25,13.427,5.798,0.600,9.259,11.600,13.400,15.200,4.600,5.800,7.000,8.508,9.208,10.263,0.000,0.600,1.500,0.810,27.451,1.961,0.000,0.000,7.259,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-37.750,-58.250,126.000,2026-07-23T19:53:47+00:00
2026-07-26,16.386,7.647,0.000,11.203,14.300,16.800,18.100,6.200,7.800,9.200,10.096,11.237,12.150,0.000,0.000,0.400,0.208,9.804,0.000,0.000,0.000,9.203,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-37.750,-58.250,126.000,2026-07-23T19:53:47+00:00
2026-07-27,16.341,7.920,0.600,11.453,13.400,16.600,19.100,6.000,8.100,9.900,8.808,11.929,13.112,0.000,0.600,6.200,2.427,45.098,15.686,5.882,0.000,9.453,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-37.750,-58.250,126.000,2026-07-23T19:53:47+00:00
2026-07-28,15.027,7.300,0.200,10.420,11.200,15.300,17.900,6.200,7.300,8.400,8.600,10.579,12.304,0.000,0.200,1.700,0.678,15.686,1.961,0.000,0.000,8.420,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-37.750,-58.250,126.000,2026-07-23T19:53:47+00:00
2026-07-29,12.006,4.627,0.000,8.060,10.300,11.700,14.700,3.500,4.400,6.300,6.712,8.004,9.108,0.000,0.000,1.800,1.045,27.451,3.922,1.961,0.000,6.060,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-37.750,-58.250,126.000,2026-07-23T19:53:47+00:00
