Fecha,TMAX,TMIN,Prec,TMEDIA,TMAX_P10,TMAX_P50,TMAX_P90,TMIN_P10,TMIN_P50,TMIN_P90,TMEDIA_P10,TMEDIA_P50,TMEDIA_P90,Prec_P10,Prec_P50,Prec_P90,Prec_Media_Ens,Prob_Prec_ge_1mm,Prob_Prec_ge_5mm,Prob_Prec_ge_10mm,Prob_Prec_ge_30mm,GD_Tb2,Fuente,TipoDato,CalidadDato,N_miembros,Latitud_grilla,Longitud_grilla,Elevacion_grilla_m,Emision_UTC
2026-07-27,16.224,6.445,0.600,10.508,15.100,16.100,17.600,6.100,6.500,6.800,10.042,10.508,10.979,0.000,0.600,1.500,0.776,15.686,3.922,0.000,0.000,8.508,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-37.750,-58.250,126.000,2026-07-27T13:24:04+00:00
2026-07-28,13.525,6.937,0.500,9.682,11.900,13.700,14.800,5.700,7.000,8.000,9.167,9.671,10.404,0.000,0.500,2.100,0.896,43.137,0.000,0.000,0.000,7.682,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-37.750,-58.250,126.000,2026-07-27T13:24:04+00:00
2026-07-29,12.990,5.086,0.000,8.403,11.400,12.900,14.800,3.400,5.400,6.400,7.471,8.421,9.550,0.000,0.000,1.500,0.457,21.569,0.000,0.000,0.000,6.403,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-37.750,-58.250,126.000,2026-07-27T13:24:04+00:00
2026-07-30,11.624,3.863,0.000,7.309,10.100,11.600,13.100,2.300,3.800,5.500,6.029,7.454,8.083,0.000,0.000,0.300,0.041,0.000,0.000,0.000,0.000,5.309,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-37.750,-58.250,126.000,2026-07-27T13:24:04+00:00
2026-07-31,12.835,6.163,15.000,9.568,11.300,13.000,14.300,4.400,6.100,7.600,8.150,9.537,11.213,3.900,15.000,28.100,15.310,100.000,86.275,66.667,5.882,7.568,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-37.750,-58.250,126.000,2026-07-27T13:24:04+00:00
2026-08-01,15.131,7.165,1.700,11.288,12.600,15.500,17.600,5.200,7.100,9.000,10.188,11.196,12.529,0.000,1.700,6.900,3.243,64.706,15.686,7.843,0.000,9.288,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-37.750,-58.250,126.000,2026-07-27T13:24:04+00:00
2026-08-02,12.320,5.518,1.800,8.510,10.300,12.100,14.600,3.900,5.300,7.600,7.562,8.521,9.692,0.000,1.800,7.200,2.816,66.667,13.725,5.882,0.000,6.510,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-37.750,-58.250,126.000,2026-07-27T13:24:04+00:00
